sn,csv_seq,r1_idx,r2_idx,r3_idx,s1,s2,s3,reel_1,reel_2,reel_3,spin_result,reward_code,is_triple,is_valuable,se_hash,bet_state
66187,66188,7,3,2,5,2,2,shield,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66188,66189,1,5,0,3,1,1,attack,coin,coin,gold,1,False,False,9b0002fd,1
66189,66190,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66190,66191,4,4,1,1,4,4,coin,steal,steal,gold,1,False,False,9b0002fd,1
66191,66192,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66192,66193,2,2,5,1,5,5,coin,shield,shield,gold,1,False,False,9b0002fd,1
66193,66194,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66194,66195,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66198,66199,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
66199,66200,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66201,66202,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66202,66203,5,1,0,3,1,1,attack,coin,coin,gold,1,False,False,9b0002fd,1
66205,66206,7,2,0,3,5,2,attack,shield,goldSack,gold,1,False,False,9b0002fd,1
66206,66207,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66207,66208,1,5,0,3,1,1,attack,coin,coin,gold,1,False,False,9b0002fd,1
66212,66213,6,6,6,6,6,6,spins,spins,spins,spins,5,True,True,9b0002fd,1
66213,66214,3,4,0,3,4,2,attack,steal,goldSack,gold,1,False,False,9b0002fd,1
66214,66215,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66216,66217,2,1,0,3,1,5,attack,coin,shield,gold,1,False,False,9b0002fd,1
66217,66218,1,1,0,3,1,1,attack,coin,coin,gold,1,False,False,9b0002fd,1
66218,66219,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
66219,66220,7,2,0,3,5,2,attack,shield,goldSack,gold,1,False,False,9b0002fd,1
66221,66222,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66222,66223,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66223,66224,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66224,66225,7,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,1
66225,66226,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66226,66227,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66227,66228,5,1,5,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
66229,66230,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66230,66231,3,3,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
66232,66233,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66233,66234,6,6,6,6,6,6,spins,spins,spins,spins,5,True,True,9b0002fd,1
66234,66235,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66236,66237,3,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,1
66237,66238,6,6,1,1,6,6,coin,spins,spins,gold,1,False,False,9b0002fd,1
66239,66240,7,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,1
66240,66241,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66241,66242,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66242,66243,6,4,1,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,1
66245,66246,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66252,66253,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66254,66255,1,1,0,3,1,1,attack,coin,coin,gold,1,False,False,9b0002fd,1
66256,66257,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66258,66259,1,5,5,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
66260,66261,1,5,5,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
66262,66263,7,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,1
66263,66264,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66265,66266,6,4,5,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,1
66266,66267,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66267,66268,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66268,66269,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66269,66270,7,7,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
66270,66271,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66271,66272,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66272,66273,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66273,66274,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
66274,66275,7,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,1
66275,66276,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66276,66277,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66279,66280,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66282,66283,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66283,66284,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66287,66288,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
66288,66289,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66290,66291,7,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,1
66293,66294,7,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,1
66294,66295,4,1,0,3,1,4,attack,coin,steal,gold,1,False,False,9b0002fd,1
66295,66296,3,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,1
66296,66297,8,8,8,30,30,30,accumulation,accumulation,accumulation,gold,10,True,False,9b0002fd,1
66297,66298,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66300,66301,4,4,5,1,4,4,coin,steal,steal,gold,1,False,False,9b0002fd,1
66302,66303,3,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,1
66303,66304,4,1,0,3,1,4,attack,coin,steal,gold,1,False,False,9b0002fd,1
66304,66305,6,6,6,6,6,6,spins,spins,spins,spins,5,True,True,9b0002fd,1
66307,66308,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66310,66311,4,4,1,1,4,4,coin,steal,steal,gold,1,False,False,9b0002fd,1
66311,66312,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66312,66313,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66316,66317,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66317,66318,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66319,66320,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66320,66321,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66321,66322,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66323,66324,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
66324,66325,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66325,66326,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66328,66329,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66329,66330,4,1,0,3,1,4,attack,coin,steal,gold,1,False,False,9b0002fd,1
66331,66332,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66332,66333,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66336,66337,7,3,2,5,2,2,shield,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66337,66338,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66338,66339,7,7,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
66339,66340,3,7,7,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
66343,66344,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66347,66348,7,7,7,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
66348,66349,1,5,0,3,1,1,attack,coin,coin,gold,1,False,False,9b0002fd,1
66349,66350,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66350,66351,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66351,66352,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66352,66353,7,2,0,3,5,2,attack,shield,goldSack,gold,1,False,False,9b0002fd,1
66354,66355,7,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,1
66358,66359,5,1,1,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
66359,66360,3,8,8,30,30,2,accumulation,accumulation,goldSack,gold,1,False,False,9b0002fd,1
66360,66361,4,5,1,1,1,4,coin,coin,steal,gold,1,False,False,9b0002fd,1
66361,66362,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66362,66363,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66363,66364,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66364,66365,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66366,66367,3,3,2,5,2,2,shield,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66368,66369,7,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,1
66370,66371,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66371,66372,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66372,66373,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66373,66374,6,4,5,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,1
66374,66375,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66377,66378,7,2,0,3,5,2,attack,shield,goldSack,gold,1,False,False,9b0002fd,1
66378,66379,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66379,66380,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66380,66381,0,8,8,30,30,3,accumulation,accumulation,attack,gold,6,False,False,9b0002fd,1
66381,66382,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66383,66384,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66384,66385,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66385,66386,5,5,0,3,1,1,attack,coin,coin,gold,1,False,False,9b0002fd,1
66386,66387,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66388,66389,6,6,6,6,6,6,spins,spins,spins,spins,5,True,True,9b0002fd,1
66389,66390,6,6,5,1,6,6,coin,spins,spins,gold,1,False,False,9b0002fd,1
66390,66391,6,4,5,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,1
66396,66397,6,4,1,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,1
66397,66398,7,8,8,30,30,2,accumulation,accumulation,goldSack,gold,1,False,False,9b0002fd,1
66400,66401,6,4,5,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,1
66402,66403,6,4,1,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,1
66403,66404,6,4,1,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,1
66404,66405,3,8,8,30,30,2,accumulation,accumulation,goldSack,gold,1,False,False,9b0002fd,1
66405,66406,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
66406,66407,3,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,1
66408,66409,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66409,66410,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
66411,66412,7,4,4,4,4,2,steal,steal,goldSack,gold,1,False,False,9b0002fd,1
66412,66413,3,3,7,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
66415,66416,7,4,4,4,4,2,steal,steal,goldSack,gold,1,False,False,9b0002fd,1
66416,66417,8,8,8,30,30,30,accumulation,accumulation,accumulation,gold,10,True,False,9b0002fd,1
66417,66418,5,1,1,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
66420,66421,7,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,1
66421,66422,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
66422,66423,5,1,0,3,1,1,attack,coin,coin,gold,1,False,False,9b0002fd,1
66424,66425,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66425,66426,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66426,66427,0,8,8,30,30,3,accumulation,accumulation,attack,gold,6,False,False,9b0002fd,1
66428,66429,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66429,66430,3,2,0,3,5,2,attack,shield,goldSack,gold,1,False,False,9b0002fd,1
66430,66431,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66433,66434,7,8,8,30,30,2,accumulation,accumulation,goldSack,gold,1,False,False,9b0002fd,1
66434,66435,6,6,5,1,6,6,coin,spins,spins,gold,1,False,False,9b0002fd,1
66435,66436,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66436,66437,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66437,66438,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66439,66440,4,1,5,1,1,4,coin,coin,steal,gold,1,False,False,9b0002fd,1
66440,66441,5,5,1,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
66441,66442,3,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
66443,66444,1,1,1,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
66444,66445,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66445,66446,7,4,0,3,4,2,attack,steal,goldSack,gold,1,False,False,9b0002fd,1
66446,66447,5,0,0,3,3,1,attack,attack,coin,gold,1,False,False,9b0002fd,1
66451,66452,7,7,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
66452,66453,1,0,0,3,3,1,attack,attack,coin,gold,1,False,False,9b0002fd,1
66453,66454,4,4,5,1,4,4,coin,steal,steal,gold,1,False,False,9b0002fd,1
66455,66456,3,4,0,3,4,2,attack,steal,goldSack,gold,1,False,False,9b0002fd,1
66459,66460,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
66460,66461,6,4,1,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,1
66461,66462,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66463,66464,7,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
66464,66465,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66465,66466,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66466,66467,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66467,66468,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66469,66470,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66470,66471,4,5,5,1,1,4,coin,coin,steal,gold,1,False,False,9b0002fd,1
66471,66472,6,6,6,6,6,6,spins,spins,spins,spins,5,True,True,9b0002fd,1
66472,66473,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66473,66474,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66474,66475,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66475,66476,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66476,66477,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66479,66480,7,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
66481,66482,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66482,66483,4,5,1,1,1,4,coin,coin,steal,gold,1,False,False,9b0002fd,1
66483,66484,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66486,66487,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66488,66489,7,7,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
66489,66490,2,2,1,1,5,5,coin,shield,shield,gold,1,False,False,9b0002fd,1
66490,66491,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
66491,66492,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66492,66493,5,1,1,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
66493,66494,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66494,66495,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66495,66496,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66499,66500,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66500,66501,3,7,2,5,2,2,shield,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66501,66502,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66503,66504,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66504,66505,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66508,66509,2,4,5,1,4,5,coin,steal,shield,gold,1,False,False,9b0002fd,1
66509,66510,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66510,66511,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66511,66512,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66514,66515,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66515,66516,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66516,66517,2,4,5,1,4,5,coin,steal,shield,gold,1,False,False,9b0002fd,1
66518,66519,3,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
66520,66521,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66521,66522,8,8,8,30,30,30,accumulation,accumulation,accumulation,gold,10,True,False,9b0002fd,1
66522,66523,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
66525,66526,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66527,66528,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66528,66529,3,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
66529,66530,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66531,66532,4,5,5,1,1,4,coin,coin,steal,gold,1,False,False,9b0002fd,1
66532,66533,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66533,66534,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66534,66535,6,6,5,1,6,6,coin,spins,spins,gold,1,False,False,9b0002fd,1
66536,66537,6,6,1,1,6,6,coin,spins,spins,gold,1,False,False,9b0002fd,1
66539,66540,2,5,0,3,1,5,attack,coin,shield,gold,1,False,False,9b0002fd,1
66541,66542,3,7,7,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
66542,66543,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66544,66545,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66545,66546,6,6,6,6,6,6,spins,spins,spins,spins,5,True,True,9b0002fd,1
66546,66547,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66547,66548,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66548,66549,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66549,66550,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66551,66552,7,3,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
66552,66553,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66553,66554,5,5,0,3,1,1,attack,coin,coin,gold,1,False,False,9b0002fd,1
66554,66555,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66556,66557,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
66557,66558,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66558,66559,1,1,5,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
66561,66562,5,5,0,3,1,1,attack,coin,coin,gold,1,False,False,9b0002fd,1
66562,66563,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66564,66565,7,3,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
66565,66566,7,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,1
66566,66567,8,8,8,30,30,30,accumulation,accumulation,accumulation,gold,10,True,False,9b0002fd,1
66567,66568,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66572,66573,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66573,66574,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66576,66577,1,1,5,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
66577,66578,6,4,5,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,1
66580,66581,7,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,1
66582,66583,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66584,66585,2,2,1,1,5,5,coin,shield,shield,gold,1,False,False,9b0002fd,1
66587,66588,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66588,66589,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,15
66590,66591,3,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,15
66591,66592,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,15
66592,66593,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66593,66594,6,6,5,1,6,6,coin,spins,spins,gold,1,False,False,9b0002fd,15
66594,66595,7,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,15
66595,66596,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,15
66596,66597,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,15
66597,66598,6,1,1,1,1,6,coin,coin,spins,gold,1,False,False,9b0002fd,15
66599,66600,6,4,1,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,15
66600,66601,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66601,66602,3,4,0,3,4,2,attack,steal,goldSack,gold,1,False,False,9b0002fd,15
66603,66604,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,15
66604,66605,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,15
66605,66606,6,1,5,1,1,6,coin,coin,spins,gold,1,False,False,9b0002fd,15
66608,66609,7,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,15
66609,66610,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,15
66611,66612,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66613,66614,6,1,5,1,1,6,coin,coin,spins,gold,1,False,False,9b0002fd,15
66614,66615,0,8,8,30,30,3,accumulation,accumulation,attack,gold,6,False,False,9b0002fd,15
66616,66617,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66617,66618,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66619,66620,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,15
66622,66623,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,15
66623,66624,6,6,6,6,6,6,spins,spins,spins,spins,5,True,True,9b0002fd,15
66624,66625,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,15
66626,66627,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,15
66627,66628,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,15
66631,66632,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,15
66632,66633,3,4,0,3,4,2,attack,steal,goldSack,gold,1,False,False,9b0002fd,15
66634,66635,8,8,8,30,30,30,accumulation,accumulation,accumulation,gold,10,True,False,9b0002fd,15
66635,66636,6,4,5,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,15
66636,66637,3,4,0,3,4,2,attack,steal,goldSack,gold,1,False,False,9b0002fd,15
66637,66638,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,15
66640,66641,4,4,5,1,4,4,coin,steal,steal,gold,1,False,False,9b0002fd,15
66643,66644,6,1,5,1,1,6,coin,coin,spins,gold,1,False,False,9b0002fd,15
66646,66647,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66647,66648,2,5,0,3,1,5,attack,coin,shield,gold,1,False,False,9b0002fd,15
66651,66652,2,1,0,3,1,5,attack,coin,shield,gold,1,False,False,9b0002fd,15
66654,66655,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,15
